date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:35:23	6840/6840	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:49:48%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-greek.woff2	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-greek.woff2	(from https://www.classcentral.com/)
12:35:23	4672/4672	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:49:48%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-vietnamese.woff2	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-vietnamese.woff2	(from https://www.classcentral.com/)
12:35:23	12352/12352	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:48:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-latin-ext.woff2	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-latin-ext.woff2	(from https://www.classcentral.com/)
12:35:23	13324/13324	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2006:14:11%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-latin.woff2	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-latin.woff2	(from https://www.classcentral.com/)
12:35:24	5268/5268	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:48:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
12:35:24	7584/7584	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:49:48%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-cyrillic.woff2	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-cyrillic.woff2	(from https://www.classcentral.com/)
12:35:24	6320/6320	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:48:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-greek-ext.woff2	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-greek-ext.woff2	(from https://www.classcentral.com/)
12:35:24	6644/6644	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:49:48%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-greek.woff2	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-greek.woff2	(from https://www.classcentral.com/)
12:35:24	4568/4568	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:48:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-vietnamese.woff2	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-vietnamese.woff2	(from https://www.classcentral.com/)
12:35:25	12160/12160	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:48:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-latin-ext.woff2	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-latin-ext.woff2	(from https://www.classcentral.com/)
12:35:25	13108/13108	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2006:14:11%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-latin.woff2	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-latin.woff2	(from https://www.classcentral.com/)
12:35:25	5224/5224	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:49:48%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-cyrillic-ext.woff2	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
12:35:25	7484/7484	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:48:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-cyrillic.woff2	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-cyrillic.woff2	(from https://www.classcentral.com/)
12:35:26	6244/6244	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:49:48%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-greek-ext.woff2	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-greek-ext.woff2	(from https://www.classcentral.com/)
12:35:26	6696/6696	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:49:48%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-greek.woff2	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-greek.woff2	(from https://www.classcentral.com/)
12:35:26	4572/4572	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:48:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-vietnamese.woff2	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-vietnamese.woff2	(from https://www.classcentral.com/)
12:35:26	12168/12168	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:49:48%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-latin-ext.woff2	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-latin-ext.woff2	(from https://www.classcentral.com/)
12:35:26	12976/12976	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2006:14:11%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-latin.woff2	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-latin.woff2	(from https://www.classcentral.com/)
12:35:27	990/990	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2019:49:48%20GMT	https://www.classcentral.com/images/fade-gradient.png	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/images/fade-gradient.png	(from https://www.classcentral.com/)
12:35:27	50234/50234	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202023%2021:29:14%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/class%20central%203/www.google-analytics.com/analytics.js	(from https://www.classcentral.com/)
12:35:29	600236/600236	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:35:27%20GMT	https://www.classcentral.com/rankings	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/rankings.html	(from https://www.classcentral.com/)
12:35:30	593132/593132	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:35:28%20GMT	https://www.classcentral.com/collections	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/collections.html	(from https://www.classcentral.com/)
12:35:30	575678/575678	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:35:28%20GMT	https://www.classcentral.com/subjects	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/subjects.html	(from https://www.classcentral.com/)
12:35:31	892919/892919	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:35:30%20GMT	https://www.classcentral.com/subject/cs	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/subject/cs.html	(from https://www.classcentral.com/)
12:35:32	848433/848433	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:35:30%20GMT	https://www.classcentral.com/subject/health	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/subject/health.html	(from https://www.classcentral.com/)
12:35:33	7701/7701	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:35:32%20GMT	https://www.classcentral.com/subject/business	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/subject/business	(from https://www.classcentral.com/)
12:35:33	816096/816096	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:35:32%20GMT	https://www.classcentral.com/subject/maths	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/subject/maths.html	(from https://www.classcentral.com/)
12:35:34	7879/7879	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:35:33%20GMT	https://www.classcentral.com/subject/humanities	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/subject/humanities.2b.delayed	(from https://www.classcentral.com/)
12:35:34	7714/7714	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:35:33%20GMT	https://www.classcentral.com/subject/engineering	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/subject/engineering	(from https://www.classcentral.com/)
12:35:35	7868/7868	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:35:34%20GMT	https://www.classcentral.com/subject/science	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/subject/science.2d.delayed	(from https://www.classcentral.com/)
12:35:35	7900/7900	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:35:34%20GMT	https://www.classcentral.com/subject/education	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/subject/education.2e.delayed	(from https://www.classcentral.com/)
12:35:37	822898/822898	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:35:36%20GMT	https://www.classcentral.com/subject/social-sciences	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/subject/social-sciences.html	(from https://www.classcentral.com/)
12:35:38	7919/7919	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:35:36%20GMT	https://www.classcentral.com/subject/art-and-design	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/subject/art-and-design.30.delayed	(from https://www.classcentral.com/)
12:35:38	7721/7721	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:35:36%20GMT	https://www.classcentral.com/subject/data-science	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/subject/data-science	(from https://www.classcentral.com/)
12:35:38	8081/8081	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:35:37%20GMT	https://www.classcentral.com/subject/programming-and-software-development	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/subject/programming-and-software-development.32.delayed	(from https://www.classcentral.com/)
12:35:39	7966/7966	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:35:37%20GMT	https://www.classcentral.com/subject/personal-development	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/subject/personal-development.33.delayed	(from https://www.classcentral.com/)
12:35:39	7890/7890	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:35:38%20GMT	https://www.classcentral.com/subject/infosec	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/subject/infosec.34.delayed	(from https://www.classcentral.com/)
12:35:42	3021147/3021147	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:35:40%20GMT	https://www.classcentral.com/universities	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/universities.html	(from https://www.classcentral.com/)
12:35:42	169775/169775	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2008:11:17%20GMT	https://www.classcentral.com/report/	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/report/index.html	(from https://www.classcentral.com/)
12:35:43	837058/837058	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:35:41%20GMT	https://www.classcentral.com/collection/top-free-online-courses	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/collection/top-free-online-courses.html	(from https://www.classcentral.com/)
12:35:43	4282/4282	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2012:31:51%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=d9866ee3df3a50272132b746506802ee	C:/My%20Web%20Sites/class%20central%203/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-time3e68.png	(from https://www.classcentral.com/)
12:35:44	33057/33057	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2004:01:45%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=11c7448eb8908a8cc785e26ec27de650	C:/My%20Web%20Sites/class%20central%203/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-timec7ac.png	(from https://www.classcentral.com/)
12:35:44	4168/4168	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2014:19:28%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=6b9b3ca668420c3d807c332c51ee7f2c	C:/My%20Web%20Sites/class%20central%203/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time0931.png	(from https://www.classcentral.com/)
12:35:44	35437/35437	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2011:28:06%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=8ddc221d6528da20924c85c064e17572	C:/My%20Web%20Sites/class%20central%203/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time45d9.png	(from https://www.classcentral.com/)
12:35:45	198597/198597	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2014:22:48%20GMT	https://www.classcentral.com/report/most-popular-online-courses/	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/report/most-popular-online-courses/index.html	(from https://www.classcentral.com/)
12:35:48	176714/176714	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2014:24:30%20GMT	https://www.classcentral.com/report/most-popular-courses-2022/	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/report/most-popular-courses-2022/index.html	(from https://www.classcentral.com/)
12:35:48	145311/145311	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2014:24:25%20GMT	https://www.classcentral.com/report/best-free-online-courses-2022/	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/report/best-free-online-courses-2022/index.html	(from https://www.classcentral.com/)
12:35:48	153433/153433	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2014:24:27%20GMT	https://www.classcentral.com/report/best-free-online-courses-2021/	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/report/best-free-online-courses-2021/index.html	(from https://www.classcentral.com/)
12:35:48	816672/816672	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:35:44%20GMT	https://www.classcentral.com/collection/ivy-league-moocs	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/collection/ivy-league-moocs.html	(from https://www.classcentral.com/)
12:35:49	178571/178571	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2014:24:32%20GMT	https://www.classcentral.com/report/100-most-popular-online-courses-2021/	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/report/100-most-popular-online-courses-2021/index.html	(from https://www.classcentral.com/)
12:35:49	6215/6215	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Jan%202023%2012:57:49%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d3af0d0d31cdbdc684a726b330a759f	C:/My%20Web%20Sites/class%20central%203/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social5b92.jpg	(from https://www.classcentral.com/)
12:35:50	50744/50744	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Feb%202023%2008:56:19%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&h=420&ixlib=php-3.3.1&s=c49b305f32e1e971696b9852e3971c6b	C:/My%20Web%20Sites/class%20central%203/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social1fe9.jpg	(from https://www.classcentral.com/)
12:35:50	5751/5751	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2023:42:42%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=dbef6e5a11e80f652ab6a5ce5eb593b8	C:/My%20Web%20Sites/class%20central%203/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-coursesd038.png	(from https://www.classcentral.com/)
12:35:50	96645/96645	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2020:37:07%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&h=420&ixlib=php-3.3.1&s=9044610de77ddba19697f770dd2531c7	C:/My%20Web%20Sites/class%20central%203/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-courses08e8.png	(from https://www.classcentral.com/)
12:35:51	6083/6083	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2012:55:21%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=f880669c2a69683d851d6be4ee71652e	C:/My%20Web%20Sites/class%20central%203/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificates7462.png	(from https://www.classcentral.com/)
12:35:51	518642/518642	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2008:11:28%20GMT	https://www.classcentral.com/report/coursera-free-online-courses/	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/report/coursera-free-online-courses/index.html	(from https://www.classcentral.com/)
12:35:51	93874/93874	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2008:56:20%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&h=420&ixlib=php-3.3.1&s=bc50a602c38dbf30802649312c6a4474	C:/My%20Web%20Sites/class%20central%203/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificatesbc95.png	(from https://www.classcentral.com/)
12:35:51	418664/418664	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2014:18:41%20GMT	https://www.classcentral.com/report/free-certificates/	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/report/free-certificates/index.html	(from https://www.classcentral.com/)
12:35:51	6773/6773	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Oct%202022%2013:00:41%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d0859ee6dce9cd586fcc06d2e5d34ec	C:/My%20Web%20Sites/class%20central%203/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsa0be.png	(from https://www.classcentral.com/)
12:35:52	192167/192167	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2014:18:53%20GMT	https://www.classcentral.com/report/free-google-certifications/	C:/My%20Web%20Sites/class%20central%203/www.classcentral.com/report/free-google-certifications/index.html	(from https://www.classcentral.com/)
